#gene_id	gene_symbol	rank	score	hpo_implicated	hpo_description_implicated	phenotype_specificity
4784	NFIX	41	3.39	[{'HP:0000540': 0.5}, {'HP:0000347': 0.4}, {'HP:0001629': 0.3}, {'HP:0001508': 0.6}, {'HP:0000343': 0.1}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}]	[{'Hypermetropia': 0.5}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.6}, {'Long philtrum': 0.1}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
23522	KAT6B	42	3.39	[{'HP:0011723': 0.1}, {'HP:0000347': 0.4}, {'HP:0001629': 0.7}, {'HP:0001508': 0.2}, {'HP:0000343': 0.3}, {'HP:0000369': 0.4}, {'HP:0001328': 0.3}]	[{'Congenital malformation of the right heart': 0.1}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.7}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.3}, {'Low-set ears': 0.4}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
8036	SHOC2	43	3.39	[{'HP:0011723': 0.1}, {'HP:0000540': 0.3}, {'HP:0001629': 0.7}, {'HP:0001508': 0.5}, {'HP:0000343': 0.1}, {'HP:0000369': 0.7}, {'HP:0000476': 0.3}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.3}, {'Ventricular septal defect': 0.7}, {'Failure to thrive': 0.5}, {'Long philtrum': 0.1}, {'Low-set ears': 0.7}, {'Cystic hygroma': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
1146	CHRNG	44	3.36	[{'HP:0000540': 0.1}, {'HP:0000347': 0.4}, {'HP:0001629': 0.1}, {'HP:0001508': 0.2}, {'HP:0000343': 0.4}, {'HP:0000369': 0.5}, {'HP:0000476': 0.8}, {'HP:0001195': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.1}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.4}, {'Low-set ears': 0.5}, {'Cystic hygroma': 0.8}, {'Single umbilical artery': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5604	MAP2K1	45	3.36	[{'HP:0000540': 0.1}, {'HP:0000347': 0.2}, {'HP:0001629': 0.5}, {'HP:0001508': 0.6}, {'HP:0000343': 0.4}, {'HP:0000369': 0.3}, {'HP:0000476': 0.2}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.2}, {'Ventricular septal defect': 0.5}, {'Failure to thrive': 0.6}, {'Long philtrum': 0.4}, {'Low-set ears': 0.3}, {'Cystic hygroma': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
63895	PIEZO2	46	3.33	[{'HP:0000540': 0.3}, {'HP:0000347': 0.4}, {'HP:0001629': 0.3}, {'HP:0001508': 0.2}, {'HP:0000343': 0.3}, {'HP:0000369': 0.7}, {'HP:0000476': 0.1}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.3}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.3}, {'Low-set ears': 0.7}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
54880	BCOR	47	3.32	[{'HP:0011723': 0.4}, {'HP:0000347': 0.2}, {'HP:0001629': 0.8}, {'HP:0000343': 0.5}, {'HP:0000369': 0.2}, {'HP:0000476': 0.1}]	[{'Congenital malformation of the right heart': 0.4}, {'Micrognathia': 0.2}, {'Ventricular septal defect': 0.8}, {'Long philtrum': 0.5}, {'Low-set ears': 0.2}, {'Cystic hygroma': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5295	PIK3R1	48	3.3	[{'HP:0000540': 0.4}, {'HP:0000347': 0.5}, {'HP:0000819': 0.8}, {'HP:0001508': 0.4}, {'HP:0000369': 0.3}]	[{'Hypermetropia': 0.4}, {'Micrognathia': 0.5}, {'Diabetes mellitus': 0.8}, {'Failure to thrive': 0.4}, {'Low-set ears': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
55869	HDAC8	49	3.28	[{'HP:0000540': 0.3}, {'HP:0000347': 0.4}, {'HP:0001629': 0.4}, {'HP:0001508': 0.4}, {'HP:0000343': 0.4}, {'HP:0000369': 0.2}, {'HP:0000476': 0.1}, {'HP:0001328': 0.4}]	[{'Hypermetropia': 0.3}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.4}, {'Failure to thrive': 0.4}, {'Long philtrum': 0.4}, {'Low-set ears': 0.2}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.4}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
1499	CTNNB1	50	3.27	[{'HP:0011723': 0.1}, {'HP:0000540': 0.8}, {'HP:0000347': 0.1}, {'HP:0000819': 0.3}, {'HP:0001629': 0.1}, {'HP:0001508': 0.1}, {'HP:0000343': 0.5}, {'HP:0000476': 0.1}, {'HP:0001328': 0.2}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.8}, {'Micrognathia': 0.1}, {'Diabetes mellitus': 0.3}, {'Ventricular septal defect': 0.1}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.5}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
139285	AMER1	51	3.26	[{'HP:0000347': 0.6}, {'HP:0001629': 0.4}, {'HP:0001508': 0.4}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}, {'HP:0001328': 0.5}]	[{'Micrognathia': 0.6}, {'Ventricular septal defect': 0.4}, {'Failure to thrive': 0.4}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.5}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
22800	RRAS2	52	3.25	[{'HP:0000540': 0.3}, {'HP:0000347': 0.4}, {'HP:0001629': 0.5}, {'HP:0001508': 0.3}, {'HP:0000369': 0.5}, {'HP:0000476': 0.3}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.3}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.5}, {'Failure to thrive': 0.3}, {'Low-set ears': 0.5}, {'Cystic hygroma': 0.3}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4204	MECP2	53	3.24	[{'HP:0011723': 0.1}, {'HP:0000540': 0.1}, {'HP:0000347': 0.5}, {'HP:0001508': 0.5}, {'HP:0000343': 0.1}, {'HP:0000369': 0.5}, {'HP:0000476': 0.2}, {'HP:0001195': 0.1}, {'HP:0001328': 0.3}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.1}, {'Micrognathia': 0.5}, {'Failure to thrive': 0.5}, {'Long philtrum': 0.1}, {'Low-set ears': 0.5}, {'Cystic hygroma': 0.2}, {'Single umbilical artery': 0.1}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
10269	ZMPSTE24	54	3.24	[{'HP:0000347': 0.7}, {'HP:0000819': 0.4}, {'HP:0001508': 0.2}, {'HP:0000369': 0.4}, {'HP:0000476': 0.2}, {'HP:0001195': 0.1}]	[{'Micrognathia': 0.7}, {'Diabetes mellitus': 0.4}, {'Failure to thrive': 0.2}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.2}, {'Single umbilical artery': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
2033	EP300	55	3.22	[{'HP:0011723': 0.1}, {'HP:0000540': 0.4}, {'HP:0000347': 0.4}, {'HP:0001629': 0.3}, {'HP:0001508': 0.4}, {'HP:0000343': 0.3}, {'HP:0000369': 0.3}, {'HP:0000476': 0.1}, {'HP:0001195': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.4}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.4}, {'Long philtrum': 0.3}, {'Low-set ears': 0.3}, {'Cystic hygroma': 0.1}, {'Single umbilical artery': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
55690	PACS1	56	3.19	[{'HP:0000540': 0.1}, {'HP:0001629': 0.4}, {'HP:0001508': 0.3}, {'HP:0000343': 0.5}, {'HP:0000369': 0.8}, {'HP:0001195': 0.3}]	[{'Hypermetropia': 0.1}, {'Ventricular septal defect': 0.4}, {'Failure to thrive': 0.3}, {'Long philtrum': 0.5}, {'Low-set ears': 0.8}, {'Single umbilical artery': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4920	ROR2	57	3.16	[{'HP:0011723': 0.1}, {'HP:0000540': 0.1}, {'HP:0000347': 0.4}, {'HP:0001629': 0.3}, {'HP:0001508': 0.1}, {'HP:0000343': 0.4}, {'HP:0000369': 0.5}, {'HP:0000476': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.1}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.4}, {'Low-set ears': 0.5}, {'Cystic hygroma': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
60	ACTB	58	3.15	[{'HP:0000347': 0.4}, {'HP:0001508': 0.4}, {'HP:0000343': 0.5}, {'HP:0000369': 0.5}, {'HP:0000476': 0.1}, {'HP:0001195': 0.1}, {'HP:0001328': 0.3}]	[{'Micrognathia': 0.4}, {'Failure to thrive': 0.4}, {'Long philtrum': 0.5}, {'Low-set ears': 0.5}, {'Cystic hygroma': 0.1}, {'Single umbilical artery': 0.1}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
8243	SMC1A	59	3.14	[{'HP:0000540': 0.1}, {'HP:0000347': 0.4}, {'HP:0001629': 0.4}, {'HP:0001508': 0.4}, {'HP:0000343': 0.3}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.4}, {'Failure to thrive': 0.4}, {'Long philtrum': 0.3}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
473	RERE	60	3.13	[{'HP:0011723': 0.1}, {'HP:0000540': 0.3}, {'HP:0000347': 0.4}, {'HP:0001629': 0.7}, {'HP:0001508': 0.2}, {'HP:0000343': 0.3}, {'HP:0000369': 0.4}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.3}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.7}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.3}, {'Low-set ears': 0.4}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
1482	NKX2-5	61	3.12	[{'HP:0011723': 0.6}, {'HP:0000347': 0.1}, {'HP:0000819': 0.3}, {'HP:0001629': 0.8}]	[{'Congenital malformation of the right heart': 0.6}, {'Micrognathia': 0.1}, {'Diabetes mellitus': 0.3}, {'Ventricular septal defect': 0.8}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5605	MAP2K2	62	3.11	[{'HP:0000540': 0.3}, {'HP:0000347': 0.1}, {'HP:0001629': 0.3}, {'HP:0001508': 0.6}, {'HP:0000343': 0.4}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.3}, {'Micrognathia': 0.1}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.6}, {'Long philtrum': 0.4}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
4625	MYH7	63	3.11	[{'HP:0011723': 0.2}, {'HP:0000347': 0.4}, {'HP:0001629': 0.6}, {'HP:0001508': 0.3}, {'HP:0000369': 0.1}, {'HP:0000476': 0.1}, {'HP:0001195': 0.2}, {'HP:0001328': 0.2}]	[{'Congenital malformation of the right heart': 0.2}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.6}, {'Failure to thrive': 0.3}, {'Low-set ears': 0.1}, {'Cystic hygroma': 0.1}, {'Single umbilical artery': 0.2}, {'Specific learning disability': 0.2}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
171023	ASXL1	64	3.1	[{'HP:0000540': 0.2}, {'HP:0000347': 0.4}, {'HP:0001629': 0.4}, {'HP:0001508': 0.6}, {'HP:0000369': 0.7}]	[{'Hypermetropia': 0.2}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.4}, {'Failure to thrive': 0.6}, {'Low-set ears': 0.7}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
1857	DVL3	65	3.1	[{'HP:0011723': 0.4}, {'HP:0000347': 0.4}, {'HP:0001629': 0.3}, {'HP:0000343': 0.4}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}, {'HP:0001328': 0.3}]	[{'Congenital malformation of the right heart': 0.4}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.3}, {'Long philtrum': 0.4}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
675	BRCA2	66	3.07	[{'HP:0011723': 0.1}, {'HP:0000540': 0.3}, {'HP:0000347': 0.3}, {'HP:0000819': 0.3}, {'HP:0001508': 0.6}, {'HP:0000343': 0.1}, {'HP:0000369': 0.1}, {'HP:0000476': 0.1}, {'HP:0001328': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.3}, {'Micrognathia': 0.3}, {'Diabetes mellitus': 0.3}, {'Failure to thrive': 0.6}, {'Long philtrum': 0.1}, {'Low-set ears': 0.1}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
126792	B3GALT6	67	3.07	[{'HP:0000540': 0.1}, {'HP:0000347': 0.4}, {'HP:0001629': 0.4}, {'HP:0001508': 0.2}, {'HP:0000343': 0.7}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.4}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.7}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
775	CACNA1C	68	3.05	[{'HP:0011723': 0.1}, {'HP:0000540': 0.3}, {'HP:0000347': 0.4}, {'HP:0001629': 0.5}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}, {'HP:0001195': 0.2}, {'HP:0001328': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Hypermetropia': 0.3}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.5}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}, {'Single umbilical artery': 0.2}, {'Specific learning disability': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
170302	ARX	69	3.04	[{'HP:0000540': 0.1}, {'HP:0000347': 0.4}, {'HP:0001629': 0.4}, {'HP:0001508': 0.2}, {'HP:0000343': 0.5}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.4}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.5}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
6016	RIT1	70	3.03	[{'HP:0000347': 0.2}, {'HP:0001629': 0.5}, {'HP:0001508': 0.4}, {'HP:0000369': 0.4}, {'HP:0000476': 0.4}, {'HP:0001328': 0.3}]	[{'Micrognathia': 0.2}, {'Ventricular septal defect': 0.5}, {'Failure to thrive': 0.4}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.4}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
79796	ALG9	71	3.01	[{'HP:0011723': 0.1}, {'HP:0000347': 0.4}, {'HP:0001629': 0.3}, {'HP:0001508': 0.4}, {'HP:0000343': 0.5}, {'HP:0000369': 0.5}, {'HP:0000476': 0.1}]	[{'Congenital malformation of the right heart': 0.1}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.4}, {'Long philtrum': 0.5}, {'Low-set ears': 0.5}, {'Cystic hygroma': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
51085	MLXIPL	72	2.99	[{'HP:0000540': 0.3}, {'HP:0000347': 0.2}, {'HP:0000819': 0.3}, {'HP:0001629': 0.3}, {'HP:0001508': 0.2}, {'HP:0000343': 0.3}, {'HP:0000369': 0.2}, {'HP:0000476': 0.1}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.3}, {'Micrognathia': 0.2}, {'Diabetes mellitus': 0.3}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.3}, {'Low-set ears': 0.2}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
546	ATRX	73	2.99	[{'HP:0000540': 0.2}, {'HP:0000347': 0.4}, {'HP:0000819': 0.3}, {'HP:0001629': 0.3}, {'HP:0001508': 0.2}, {'HP:0000343': 0.1}, {'HP:0000369': 0.4}, {'HP:0000476': 0.1}, {'HP:0001328': 0.1}]	[{'Hypermetropia': 0.2}, {'Micrognathia': 0.4}, {'Diabetes mellitus': 0.3}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.2}, {'Long philtrum': 0.1}, {'Low-set ears': 0.4}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
5894	RAF1	74	2.98	[{'HP:0000540': 0.1}, {'HP:0000347': 0.4}, {'HP:0001629': 0.3}, {'HP:0001508': 0.2}, {'HP:0000369': 0.5}, {'HP:0000476': 0.3}, {'HP:0001328': 0.3}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.4}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.2}, {'Low-set ears': 0.5}, {'Cystic hygroma': 0.3}, {'Specific learning disability': 0.3}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
10225	CD96	75	2.98	[{'HP:0000347': 0.4}, {'HP:0001629': 0.4}, {'HP:0001508': 0.4}, {'HP:0000343': 0.3}, {'HP:0000369': 0.7}, {'HP:0000476': 0.1}]	[{'Micrognathia': 0.4}, {'Ventricular septal defect': 0.4}, {'Failure to thrive': 0.4}, {'Long philtrum': 0.3}, {'Low-set ears': 0.7}, {'Cystic hygroma': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
3417	IDH1	76	2.96	[{'HP:0011723': 0.2}, {'HP:0000540': 0.1}, {'HP:0000347': 0.1}, {'HP:0001629': 0.3}, {'HP:0001508': 0.4}, {'HP:0000343': 0.3}, {'HP:0000369': 0.1}, {'HP:0000476': 0.2}, {'HP:0001195': 0.1}, {'HP:0001328': 0.1}]	[{'Congenital malformation of the right heart': 0.2}, {'Hypermetropia': 0.1}, {'Micrognathia': 0.1}, {'Ventricular septal defect': 0.3}, {'Failure to thrive': 0.4}, {'Long philtrum': 0.3}, {'Low-set ears': 0.1}, {'Cystic hygroma': 0.2}, {'Single umbilical artery': 0.1}, {'Specific learning disability': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
7994	KAT6A	77	2.96	[{'HP:0000540': 0.1}, {'HP:0000347': 0.5}, {'HP:0001629': 0.4}, {'HP:0001508': 0.1}, {'HP:0000343': 0.1}, {'HP:0000369': 0.7}, {'HP:0000476': 0.1}, {'HP:0001328': 0.1}]	[{'Hypermetropia': 0.1}, {'Micrognathia': 0.5}, {'Ventricular septal defect': 0.4}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.1}, {'Low-set ears': 0.7}, {'Cystic hygroma': 0.1}, {'Specific learning disability': 0.1}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
3759	KCNJ2	78	2.95	[{'HP:0011723': 0.1}, {'HP:0000347': 0.6}, {'HP:0001629': 0.1}, {'HP:0001508': 0.1}, {'HP:0000343': 0.1}, {'HP:0000369': 0.5}, {'HP:0001328': 0.7}]	[{'Congenital malformation of the right heart': 0.1}, {'Micrognathia': 0.6}, {'Ventricular septal defect': 0.1}, {'Failure to thrive': 0.1}, {'Long philtrum': 0.1}, {'Low-set ears': 0.5}, {'Specific learning disability': 0.7}]	B - the reported phenotype is consistent with the gene, is highly specific, but not necessarily unique to the gene (top 250, 75 perc of diagnosis in PhenoGenius cohort).
